50, 3448, 1050, 1000, 134400, 0
50, 3513, 1050, 1000, 134400, 0
50, 2937, 1050, 1000, 134400, 0
50, 2877, 1050, 1000, 134400, 0
50, 3561, 1050, 1000, 134400, 0
50, 3333, 1050, 1000, 134400, 0
50, 3635, 1050, 1000, 134400, 0
50, 3584, 1050, 1000, 134400, 0
50, 3018, 1050, 1000, 134400, 0
50, 2972, 1050, 1000, 134400, 0
50, 2844, 1050, 1000, 134400, 0
50, 2815, 1050, 1000, 134400, 0
50, 2764, 1050, 1000, 134400, 0
50, 2794, 1050, 1000, 134400, 0
50, 2782, 1050, 1000, 134400, 0
50, 2762, 1050, 1000, 134400, 0
50, 2780, 1050, 1000, 134400, 0
50, 3082, 1050, 1000, 134400, 0
50, 2822, 1050, 1000, 134400, 0
50, 2807, 1050, 1000, 134400, 0
50, 3111, 1050, 1000, 134400, 0
50, 3047, 1050, 1000, 134400, 0
50, 3024, 1050, 1000, 134400, 0
50, 3330, 1050, 1000, 134400, 0
50, 3331, 1050, 1000, 134400, 0
50, 2995, 1050, 1000, 134400, 0
50, 3092, 1050, 1000, 134400, 0
50, 3000, 1050, 1000, 134400, 0
50, 2889, 1050, 1000, 134400, 0
50, 2844, 1050, 1000, 134400, 0
50, 2881, 1050, 1000, 134400, 0
50, 2906, 1050, 1000, 134400, 0
50, 2942, 1050, 1000, 134400, 0
50, 2926, 1050, 1000, 134400, 0
50, 2760, 1050, 1000, 134400, 0
50, 2786, 1050, 1000, 134400, 0
50, 2803, 1050, 1000, 134400, 0
50, 2761, 1050, 1000, 134400, 0
50, 3052, 1050, 1000, 134400, 0
50, 2773, 1050, 1000, 134400, 0
50, 2797, 1050, 1000, 134400, 0
50, 2836, 1050, 1000, 134400, 0
50, 2915, 1050, 1000, 134400, 0
50, 2914, 1050, 1000, 134400, 0
50, 3359, 1050, 1000, 134400, 0
50, 3075, 1050, 1000, 134400, 0
50, 2973, 1050, 1000, 134400, 0
50, 2915, 1050, 1000, 134400, 0
50, 3377, 1050, 1000, 134400, 0
50, 3216, 1050, 1000, 134400, 0
