50 986 600 67200 0
50 921 600 67200 0
50 911 600 67200 0
50 912 600 67200 0
50 876 600 67200 0
50 997 600 67200 0
50 930 600 67200 0
50 956 600 67200 0
50 928 600 67200 0
50 959 600 67200 0
50 948 600 67200 0
50 919 600 67200 0
50 950 600 67200 0
50 959 600 67200 0
50 948 600 67200 0
50 922 600 67200 0
50 915 600 67200 0
50 951 600 67200 0
50 948 600 67200 0
50 975 600 67200 0
50 1143 600 67200 0
50 978 600 67200 0
50 935 600 67200 0
50 901 600 67200 0
50 972 600 67200 0
50 938 600 67200 0
50 976 600 67200 0
50 959 600 67200 0
50 1083 600 67200 0
50 982 600 67200 0
50 859 600 67200 0
50 1164 600 67200 0
50 1031 600 67200 0
50 991 600 67200 0
50 928 600 67200 0
50 911 600 67200 0
50 961 600 67200 0
50 993 600 67200 0
50 992 600 67200 0
50 946 600 67200 0
50 936 600 67200 0
50 916 600 67200 0
50 943 600 67200 0
50 933 600 67200 0
50 917 600 67200 0
50 940 600 67200 0
50 1009 600 67200 0
50 996 600 67200 0
50 934 600 67200 0
50 986 600 67200 0
