20, 1694, 580, 540, 340, 78880, 0
20, 1646, 580, 540, 340, 78880, 0
20, 1563, 580, 540, 340, 78880, 0
20, 1641, 580, 540, 340, 78880, 0
20, 2250, 580, 540, 340, 78880, 0
20, 1570, 580, 540, 340, 78880, 0
20, 1737, 580, 540, 340, 78880, 0
20, 1581, 580, 540, 340, 78880, 0
20, 1897, 580, 540, 340, 78880, 0
20, 1541, 580, 540, 340, 78880, 0
20, 1659, 580, 540, 340, 78880, 0
20, 1659, 580, 540, 340, 78880, 4294963200
20, 1580, 580, 540, 340, 78880, 0
20, 1618, 580, 540, 340, 78880, 0
20, 1797, 580, 540, 340, 78880, 0
20, 1552, 580, 540, 340, 78880, 0
20, 1401, 580, 540, 340, 78880, 4294963200
20, 2127, 580, 540, 340, 78880, 0
20, 2626, 580, 540, 340, 78880, 0
20, 1947, 580, 540, 340, 78880, 0
