20, 1774, 1120, 840, 200, 152320, 57344
20, 1666, 1120, 840, 200, 152320, 4096
20, 1748, 1120, 840, 200, 152320, 0
20, 1642, 1120, 840, 200, 152320, 4294946816
20, 1604, 1120, 840, 200, 152320, 8192
20, 1715, 1120, 840, 200, 152320, 4096
20, 1635, 1120, 840, 200, 152320, 4096
20, 1627, 1120, 840, 200, 152320, 4294959104
20, 1682, 1120, 840, 200, 152320, 12288
20, 1629, 1120, 840, 200, 152320, 4294963200
20, 1835, 1120, 840, 200, 152320, 8192
20, 1639, 1120, 840, 200, 152320, 0
20, 1660, 1120, 840, 200, 152320, 4096
20, 1662, 1120, 840, 200, 152320, 4294938624
20, 1806, 1120, 840, 200, 152320, 36864
20, 1663, 1120, 840, 200, 152320, 4294946816
20, 1819, 1120, 840, 200, 152320, 12288
20, 1770, 1120, 840, 200, 152320, 4294955008
20, 1754, 1120, 840, 200, 152320, 0
20, 1588, 1120, 840, 200, 152320, 8192
