20, 791, 420, 340, 280, 57120, 0
20, 819, 420, 340, 280, 57120, 4096
20, 811, 420, 340, 280, 57120, 0
20, 796, 420, 340, 280, 57120, 4294950912
20, 774, 420, 340, 280, 57120, 4096
20, 763, 420, 340, 280, 57120, 8192
20, 771, 420, 340, 280, 57120, 0
20, 849, 420, 340, 280, 57120, 0
20, 793, 420, 340, 280, 57120, 0
20, 766, 420, 340, 280, 57120, 4096
20, 736, 420, 340, 280, 57120, 0
20, 782, 420, 340, 280, 57120, 4294959104
20, 783, 420, 340, 280, 57120, 4096
20, 769, 420, 340, 280, 57120, 8192
20, 769, 420, 340, 280, 57120, 4294959104
20, 765, 420, 340, 280, 57120, 0
20, 809, 420, 340, 280, 57120, 0
20, 808, 420, 340, 280, 57120, 0
20, 821, 420, 340, 280, 57120, 0
20, 778, 420, 340, 280, 57120, 0
