20, 4468, 2380, 1700, 200, 323680, 139264
20, 4803, 2380, 1700, 200, 323680, 102400
20, 4144, 2380, 1700, 200, 323680, 8192
20, 4367, 2380, 1700, 200, 323680, 8192
20, 4098, 2380, 1700, 200, 323680, 28672
20, 4208, 2380, 1700, 200, 323680, 4294905856
20, 3983, 2380, 1700, 200, 323680, 16384
20, 7520, 2380, 1700, 200, 323680, 32768
20, 4999, 2380, 1700, 200, 323680, 4294934528
20, 4444, 2380, 1700, 200, 323680, 0
20, 4721, 2380, 1700, 200, 323680, 0
20, 4396, 2380, 1700, 200, 323680, 4294950912
20, 4041, 2380, 1700, 200, 323680, 4096
20, 4004, 2380, 1700, 200, 323680, 45056
20, 3881, 2380, 1700, 200, 323680, 0
20, 4266, 2380, 1700, 200, 323680, 4294914048
20, 4154, 2380, 1700, 200, 323680, 28672
20, 3683, 2380, 1700, 200, 323680, 4294942720
20, 3763, 2380, 1700, 200, 323680, 0
20, 4325, 2380, 1700, 200, 323680, 49152
