50, 2508, 1050, 850, 142800, 4096
50, 2203, 1050, 850, 142800, 4294955008
50, 2338, 1050, 850, 142800, 8192
50, 2281, 1050, 850, 142800, 0
50, 2352, 1050, 850, 142800, 4294959104
50, 4583, 1050, 850, 142800, 4294963200
50, 5673, 1050, 850, 142800, 0
50, 4709, 1050, 850, 142800, 0
50, 4499, 1050, 850, 142800, 0
50, 4953, 1050, 850, 142800, 0
50, 6114, 1050, 850, 142800, 4096
50, 6156, 1050, 850, 142800, 0
50, 6080, 1050, 850, 142800, 0
50, 5816, 1050, 850, 142800, 0
50, 6249, 1050, 850, 142800, 0
50, 5429, 1050, 850, 142800, 4294963200
50, 5290, 1050, 850, 142800, 0
50, 5274, 1050, 850, 142800, 0
50, 4686, 1050, 850, 142800, 8192
50, 6784, 1050, 850, 142800, 4294963200
50, 10737, 1050, 850, 142800, 0
50, 9368, 1050, 850, 142800, 12288
50, 6330, 1050, 850, 142800, 0
50, 5900, 1050, 850, 142800, 4294955008
50, 5272, 1050, 850, 142800, 4294963200
50, 4927, 1050, 850, 142800, 0
50, 4562, 1050, 850, 142800, 8192
50, 5019, 1050, 850, 142800, 0
50, 8667, 1050, 850, 142800, 4294955008
50, 9254, 1050, 850, 142800, 16384
50, 11437, 1050, 850, 142800, 4294963200
50, 7066, 1050, 850, 142800, 4096
50, 5933, 1050, 850, 142800, 4096
50, 5455, 1050, 850, 142800, 4294959104
50, 5153, 1050, 850, 142800, 12288
50, 8130, 1050, 850, 142800, 0
50, 17824, 1050, 850, 142800, 0
50, 14030, 1050, 850, 142800, 0
50, 5846, 1050, 850, 142800, 4294950912
50, 6837, 1050, 850, 142800, 0
50, 7641, 1050, 850, 142800, 0
50, 9878, 1050, 850, 142800, 0
50, 15670, 1050, 850, 142800, 12288
50, 12498, 1050, 850, 142800, 0
50, 6267, 1050, 850, 142800, 4294946816
50, 5837, 1050, 850, 142800, 4096
50, 10046, 1050, 850, 142800, 0
50, 11770, 1050, 850, 142800, 4294959104
50, 11710, 1050, 850, 142800, 12288
50, 7719, 1050, 850, 142800, 4096
