50 1116 600 67200 0
50 928 600 67200 0
50 954 600 67200 0
50 811 600 67200 0
50 931 600 67200 0
50 1025 600 67200 0
50 1041 600 67200 0
50 938 600 67200 0
50 949 600 67200 0
50 993 600 67200 0
50 958 600 67200 0
50 941 600 67200 0
50 916 600 67200 0
50 955 600 67200 0
50 942 600 67200 0
50 948 600 67200 0
50 913 600 67200 0
50 937 600 67200 0
50 973 600 67200 0
50 918 600 67200 0
50 875 600 67200 0
50 942 600 67200 0
50 901 600 67200 0
50 967 600 67200 0
50 882 600 67200 0
50 923 600 67200 0
50 940 600 67200 0
50 976 600 67200 0
50 929 600 67200 0
50 910 600 67200 0
50 957 600 67200 0
50 952 600 67200 0
50 960 600 67200 0
50 895 600 67200 0
50 1003 600 67200 0
50 914 600 67200 0
50 905 600 67200 0
50 931 600 67200 0
50 937 600 67200 0
50 930 600 67200 0
50 968 600 67200 0
50 937 600 67200 0
50 939 600 67200 0
50 944 600 67200 0
50 923 600 67200 0
50 908 600 67200 0
50 960 600 67200 0
50 973 600 67200 0
50 1038 600 67200 0
50 963 600 67200 0
