50 6202 2550 285600 102400
50 5951 2550 285600 69632
50 4898 2550 285600 4294934528
50 4935 2550 285600 16384
50 4959 2550 285600 4294955008
50 5338 2550 285600 28672
50 4626 2550 285600 4294963200
50 4952 2550 285600 12288
50 4815 2550 285600 65536
50 5702 2550 285600 4096
50 5572 2550 285600 28672
50 4931 2550 285600 20480
50 5160 2550 285600 4294942720
50 5059 2550 285600 24576
50 4781 2550 285600 4294950912
50 4848 2550 285600 12288
50 4955 2550 285600 4096
50 4818 2550 285600 0
50 4941 2550 285600 4294963200
50 5086 2550 285600 8192
50 5100 2550 285600 4294963200
50 7410 2550 285600 0
50 6908 2550 285600 4096
50 5277 2550 285600 4294950912
50 5218 2550 285600 8192
50 5090 2550 285600 8192
50 5080 2550 285600 4294959104
50 4276 2550 285600 4294955008
50 3447 2550 285600 4096
50 3934 2550 285600 4294963200
50 4000 2550 285600 4294959104
50 3654 2550 285600 20480
50 3474 2550 285600 20480
50 3894 2550 285600 4294934528
50 4797 2550 285600 16384
50 4260 2550 285600 4294950912
50 4866 2550 285600 8192
50 3575 2550 285600 8192
50 3383 2550 285600 8192
50 3319 2550 285600 4294959104
50 3309 2550 285600 36864
50 3624 2550 285600 8192
50 3605 2550 285600 24576
50 3567 2550 285600 4294946816
50 3433 2550 285600 4294934528
50 3862 2550 285600 28672
50 4263 2550 285600 4294946816
50 4556 2550 285600 12288
50 3787 2550 285600 4294950912
50 3768 2550 285600 4096
