20, 897, 420, 360, 280, 57120, 0
20, 833, 420, 360, 280, 57120, 0
20, 843, 420, 360, 280, 57120, 12288
20, 826, 420, 360, 280, 57120, 0
20, 820, 420, 360, 280, 57120, 0
20, 809, 420, 360, 280, 57120, 0
20, 824, 420, 360, 280, 57120, 0
20, 850, 420, 360, 280, 57120, 0
20, 832, 420, 360, 280, 57120, 0
20, 815, 420, 360, 280, 57120, 0
20, 812, 420, 360, 280, 57120, 0
20, 814, 420, 360, 280, 57120, 0
20, 819, 420, 360, 280, 57120, 0
20, 1000, 420, 360, 280, 57120, 0
20, 829, 420, 360, 280, 57120, 0
20, 818, 420, 360, 280, 57120, 0
20, 808, 420, 360, 280, 57120, 0
20, 815, 420, 360, 280, 57120, 0
20, 836, 420, 360, 280, 57120, 4294963200
20, 814, 420, 360, 280, 57120, 4096
