50, 12143, 1200, 1100, 163200, 8192
50, 11464, 1200, 1100, 163200, 20480
50, 8516, 1200, 1100, 163200, 4294955008
50, 5675, 1200, 1100, 163200, 4294955008
50, 7502, 1200, 1100, 163200, 16384
50, 7618, 1200, 1100, 163200, 0
50, 7095, 1200, 1100, 163200, 4294955008
50, 7787, 1200, 1100, 163200, 12288
50, 7458, 1200, 1100, 163200, 4294950912
50, 9166, 1200, 1100, 163200, 8192
50, 9503, 1200, 1100, 163200, 0
50, 7466, 1200, 1100, 163200, 4294963200
50, 4974, 1200, 1100, 163200, 4096
50, 14880, 1200, 1100, 163200, 4294963200
50, 9579, 1200, 1100, 163200, 8192
50, 10980, 1200, 1100, 163200, 0
50, 8913, 1200, 1100, 163200, 0
50, 12427, 1200, 1100, 163200, 0
50, 8499, 1200, 1100, 163200, 16384
50, 10227, 1200, 1100, 163200, 0
50, 7374, 1200, 1100, 163200, 4294959104
50, 4157, 1200, 1100, 163200, 0
50, 4274, 1200, 1100, 163200, 12288
50, 3867, 1200, 1100, 163200, 4294946816
50, 3055, 1200, 1100, 163200, 16384
50, 3100, 1200, 1100, 163200, 0
50, 3066, 1200, 1100, 163200, 0
50, 2936, 1200, 1100, 163200, 4294946816
50, 3019, 1200, 1100, 163200, 0
50, 2969, 1200, 1100, 163200, 20480
50, 2967, 1200, 1100, 163200, 4294942720
50, 3076, 1200, 1100, 163200, 16384
50, 3051, 1200, 1100, 163200, 8192
50, 3112, 1200, 1100, 163200, 4294959104
50, 3073, 1200, 1100, 163200, 4294959104
50, 3166, 1200, 1100, 163200, 0
50, 3201, 1200, 1100, 163200, 16384
50, 3207, 1200, 1100, 163200, 4294959104
50, 3098, 1200, 1100, 163200, 8192
50, 3108, 1200, 1100, 163200, 4294946816
50, 4021, 1200, 1100, 163200, 4294942720
50, 3600, 1200, 1100, 163200, 4294959104
50, 3714, 1200, 1100, 163200, 0
50, 3126, 1200, 1100, 163200, 4294938624
50, 3097, 1200, 1100, 163200, 36864
50, 2978, 1200, 1100, 163200, 0
50, 3006, 1200, 1100, 163200, 0
50, 2955, 1200, 1100, 163200, 4294959104
50, 2936, 1200, 1100, 163200, 16384
50, 2985, 1200, 1100, 163200, 0
