20, 2567, 1120, 840, 200, 152320, 32768
20, 2651, 1120, 840, 200, 152320, 8192
20, 1968, 1120, 840, 200, 152320, 53248
20, 1945, 1120, 840, 200, 152320, 4294959104
20, 1726, 1120, 840, 200, 152320, 0
20, 1930, 1120, 840, 200, 152320, 0
20, 1847, 1120, 840, 200, 152320, 8192
20, 1747, 1120, 840, 200, 152320, 8192
20, 1683, 1120, 840, 200, 152320, 4294942720
20, 1668, 1120, 840, 200, 152320, 4096
20, 1770, 1120, 840, 200, 152320, 4294963200
20, 2327, 1120, 840, 200, 152320, 4294959104
20, 1745, 1120, 840, 200, 152320, 8192
20, 1613, 1120, 840, 200, 152320, 4294959104
20, 1570, 1120, 840, 200, 152320, 36864
20, 1635, 1120, 840, 200, 152320, 4294930432
20, 1614, 1120, 840, 200, 152320, 8192
20, 1635, 1120, 840, 200, 152320, 4294955008
20, 1632, 1120, 840, 200, 152320, 12288
20, 1662, 1120, 840, 200, 152320, 4294930432
