20, 1806, 1120, 840, 200, 152320, 73728
20, 1625, 1120, 840, 200, 152320, 4294926336
20, 1664, 1120, 840, 200, 152320, 32768
20, 1681, 1120, 840, 200, 152320, 16384
20, 1724, 1120, 840, 200, 152320, 4294942720
20, 1723, 1120, 840, 200, 152320, 4294946816
20, 1614, 1120, 840, 200, 152320, 8192
20, 1669, 1120, 840, 200, 152320, 53248
20, 1610, 1120, 840, 200, 152320, 4294930432
20, 1596, 1120, 840, 200, 152320, 4294963200
20, 1754, 1120, 840, 200, 152320, 4294950912
20, 1770, 1120, 840, 200, 152320, 4294959104
20, 1617, 1120, 840, 200, 152320, 8192
20, 1642, 1120, 840, 200, 152320, 69632
20, 1696, 1120, 840, 200, 152320, 4294909952
20, 1720, 1120, 840, 200, 152320, 4294955008
20, 1692, 1120, 840, 200, 152320, 12288
20, 2137, 1120, 840, 200, 152320, 28672
20, 1924, 1120, 840, 200, 152320, 4294938624
20, 2000, 1120, 840, 200, 152320, 12288
