20, 782, 420, 340, 280, 57120, 0
20, 824, 420, 340, 280, 57120, 0
20, 752, 420, 340, 280, 57120, 4096
20, 784, 420, 340, 280, 57120, 0
20, 796, 420, 340, 280, 57120, 0
20, 781, 420, 340, 280, 57120, 0
20, 746, 420, 340, 280, 57120, 0
20, 749, 420, 340, 280, 57120, 0
20, 777, 420, 340, 280, 57120, 0
20, 749, 420, 340, 280, 57120, 0
20, 741, 420, 340, 280, 57120, 0
20, 754, 420, 340, 280, 57120, 0
20, 807, 420, 340, 280, 57120, 0
20, 758, 420, 340, 280, 57120, 0
20, 750, 420, 340, 280, 57120, 0
20, 750, 420, 340, 280, 57120, 0
20, 770, 420, 340, 280, 57120, 0
20, 762, 420, 340, 280, 57120, 0
20, 784, 420, 340, 280, 57120, 0
20, 760, 420, 340, 280, 57120, 0
