50 1897 1600 179200 24576
50 1844 1600 179200 16384
50 2049 1600 179200 0
50 1865 1600 179200 12288
50 1858 1600 179200 0
50 2225 1600 179200 0
50 2256 1600 179200 4294955008
50 2494 1600 179200 12288
50 2317 1600 179200 0
50 2097 1600 179200 0
50 2063 1600 179200 0
50 2129 1600 179200 0
50 2090 1600 179200 0
50 2099 1600 179200 8192
50 2043 1600 179200 0
50 2033 1600 179200 0
50 2039 1600 179200 4294955008
50 2065 1600 179200 12288
50 2018 1600 179200 0
50 2017 1600 179200 4294959104
50 2094 1600 179200 4096
50 2141 1600 179200 4096
50 2088 1600 179200 0
50 2371 1600 179200 0
50 2375 1600 179200 4294950912
50 2121 1600 179200 12288
50 2075 1600 179200 0
50 2124 1600 179200 4096
50 2052 1600 179200 0
50 2164 1600 179200 0
50 2019 1600 179200 0
50 2073 1600 179200 4294959104
50 2227 1600 179200 4096
50 2124 1600 179200 0
50 2177 1600 179200 4096
50 2207 1600 179200 0
50 2332 1600 179200 0
50 2238 1600 179200 0
50 2194 1600 179200 0
50 1995 1600 179200 0
50 2144 1600 179200 0
50 2159 1600 179200 4096
50 2107 1600 179200 4294955008
50 2183 1600 179200 0
50 2225 1600 179200 0
50 2141 1600 179200 12288
50 2150 1600 179200 4294930432
50 2144 1600 179200 36864
50 2166 1600 179200 20480
50 2165 1600 179200 0
